Menu Name,Category,Ingredient/Step,Amount
ยำหมูยอ,วิธีทำ,"2. ตั้งน้ำไฟกลาง รอน้ำเดือด นำหมูยอลงไปลวก",-
ยำหมูยอ,วิธีทำ,"3. นำน้ำตาลปี๊บละลายกับน้ำปลา และน้ำมะนาว คนให้เข้ากัน เติมผงชูรสเล็กน้อย ชิมรสตามชอบ",-
ยำหมูยอ,วิธีทำ,"4. เติมพริกขี้หนู คนให้เข้ากัน ชิมรสตามชอบ",-
ยำหมูยอ,วิธีทำ,"5. ตามด้วยแครอท และหัวหอมแดง",-
ยำหมูยอ,วิธีทำ,"6. ตามด้วยหมูยอ และขึ้นฉ่าย คลุกเคล้าให้เข้ากัน",-
แสร้งว่ากุ้ง,วัตถุดิบ,กุ้งสดเผาพอสุก หั่นเป็นชิ้น (Shrimp),1 ถ้วยตวง
แสร้งว่ากุ้ง,วัตถุดิบ,หอมแดงซอยบาง (Shallots),6 หัว
แสร้งว่ากุ้ง,วัตถุดิบ,ตะไคร้หั่นฝอย (Lemongrass),2 ต้น
แสร้งว่ากุ้ง,วัตถุดิบ,ขิงสดหั่นฝอย (Ginger),1 แง่ง
แสร้งว่ากุ้ง,วัตถุดิบ,ต้นหอมซอย (Spring onion),1 ต้น
แสร้งว่ากุ้ง,วัตถุดิบ,ใบมะกรูดซอย (Kaffir lime leaves),2 ใบ
แสร้งว่ากุ้ง,วัตถุดิบ,ผักชีเด็ดใบ (Coriander),1 ต้น
แสร้งว่ากุ้ง,วัตถุดิบ,น้ำมะนาว (Lime juice),1 ช้อนโต๊ะ
แสร้งว่ากุ้ง,วัตถุดิบ,น้ำปลา (Fish sauce),2 ช้อนโต๊ะ
แสร้งว่ากุ้ง,วัตถุดิบ,น้ำตาลทราย (Sugar),2 ช้อนโต๊ะ
แสร้งว่ากุ้ง,วัตถุดิบ,พริกขี้หนูซอยบาง (Red chili),5 เม็ด
แสร้งว่ากุ้ง,วัตถุดิบ,มะขามเปียก (Tamarind juice),1 ช้อนโต๊ะ
แสร้งว่ากุ้ง,วิธีทำ,"1. เทน้ำตาลทราย น้ำปลา มะขามเปียก และน้ำมะนาวลงในชามผสม คนให้เข้ากัน",-
แสร้งว่ากุ้ง,วิธีทำ,"2. ตามด้วยกุ้งสดเผา หอมแดง ตะไคร้ ขิง พริก ต้นหอมและผักชี คลุกเคล้าให้เข้ากัน",-
แสร้งว่ากุ้ง,วิธีทำ,"3. ตักขึ้นจัดเสิร์ฟกับผักเคียงตามชอบ",-
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,ปลาหมึกกล้วยขนาดกลาง,600 กรัม
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,หมูสับ,300 กรัม
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,รากผักชี,2-3 ราก
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,กระเทียม,4-5 กลีบ
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,พริกไทยขาว,12 เม็ด
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,เกลือ,เล็กน้อย
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,น้ำมันหอย,2 ช้อนโต๊ะ
ยำแซ่บปลาหมึกยัดไส้,วัตถุดิบปลาหมึกยัดไส้,ซีอิ๊วขาว,2 ช้อนโต๊ะ
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,กระเทียม,6-7 กลีบ
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,พริกขี้หนู,15 เม็ด
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,มะนาว,3-4 ลูก
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,น้ำปลา,3 ช้อนโต๊ะ
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,น้ำตาลทราย,1 ช้อนโต๊ะ
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,ต้นหอม,ตามชอบ
ยำแซ่บปลาหมึกยัดไส้,ส่วนผสมสำหรับน้ำยำ,ผักชี,ตามชอบ
ยำแซ่บปลาหมึกยัดไส้,วิธีทำ,"1. หมักหมู: โขลกรากผักชี กระเทียม พริกไทย ผสมหมูสับ ปรุงรสด้วยซีอิ๊วขาว น้ำมันหอย เกลือ หมักในตู้เย็น 15-20 นาที",-
ยำแซ่บปลาหมึกยัดไส้,วิธีทำ,"2. ยัดไส้: ล้างปลาหมึก ยัดส่วนผสมให้แน่น กลัดด้วยไม้จิ้มฟัน",-
ยำแซ่บปลาหมึกยัดไส้,วิธีทำ,"3. นึ่ง: ตั้งน้ำเดือด นึ่งปลาหมึก 10 นาที พอด้านนอกเริ่มสุกนำมาบั้ง แล้วนึ่งต่ออีก 5-10 นาที",-
ยำแซ่บปลาหมึกยัดไส้,วิธีทำ,"4. ทำน้ำยำ: ผสมมะนาว น้ำปลา กระเทียม พริกขี้หนู น้ำตาลทราย ราดบนตัวปลาหมึก นึ่งต่อจนสุก โรยต้นหอม ผักชี",-
22,ข้าวหมกไก่,"ไก่ 1 ชิ้น, ข้าว 3 ถ้วย, น้ำ, อบเชยป่น 1/2 ช้อนชา, กานพลูบด 1/2 ช้อนชา, ลูกผักชีบด 1 ช้อนชา, ลูกกระวานบด 1/2 ช้อนชา, ใบกระวาน 5 ใบ, เกลือ 1/2 ช้อนโต๊ะ, ยี่หร่าบด 1 ช้อนชา, ขมิ้น 1 ช้อนโต๊ะ, นม 1/3 ถ้วยตวง, เนยละลาย 2 ช้อนโต๊ะ, ลูกกระวาน 5 ลูก, ขิงแก่ 3 แว่น, กระเทียม 3-4 กลีบ, หอมแดง 3 หัว, หอมแดงซอย","1. เตรียมเครื่องเทศ: นำอบเชย กานพลู ลูกผักชี ลูกกระวาน ใบกระวาน ยี่หร่า ขมิ้น กระเทียม หอมแดง ขิง โขลกหรือปั่นให้เข้ากัน 2. หมักไก่: นำเครื่องเทศที่ผสมไว้มาหมักกับชิ้นไก่ เติมนมและเนยละลาย หมักทิ้งไว้ 3. หุงข้าว: นำข้าวสารล้างน้ำใส่หม้อหุงข้าว เติมน้ำตามสัดส่วนปกติ วางชิ้นไก่ที่หมักไว้ลงบนข้าว 4. หุงจนสุกตักเสิร์ฟพร้อมหอมเจียว"
